Category,States/UT's,Districts,No. of CSCs,Female,Male,General,OBC,SC,ST,Total,Cases per CSC
Case Registered,Uttar Pradesh,Ambedkar Nagar,800,17400,13584,6662,7287,15409,1626,30984,
Case Registered,Uttar Pradesh,Amethi,682,12816,11694,3978,4682,13624,2226,24510,
Case Registered,Uttar Pradesh,Auraiya,477,2725,1870,1677,1341,1329,248,4595,
Case Registered,Uttar Pradesh,Ayodhya,832,20544,23094,3453,9774,29555,856,43638,
Case Registered,Uttar Pradesh,Azamgarh,800,2731,3253,562,2305,2613,504,5984,
Case Registered,Uttar Pradesh,Baghpat,245,1190,2053,918,1156,860,309,3243,
Case Registered,Uttar Pradesh,Bahraich,800,87923,109886,21368,137849,30771,7821,197809,
Case Registered,Uttar Pradesh,Ballia,800,60436,26008,12447,43776,26162,4059,86444,
Case Registered,Uttar Pradesh,Balrampur,700,4737,19572,5472,9012,7938,1887,24309,
Case Registered,Uttar Pradesh,Banda,470,1259,4626,635,1654,3261,335,5885,
Case Registered,Uttar Pradesh,Barabanki,895,13364,18116,2283,5413,22578,1206,31480,
Case Registered,Uttar Pradesh,Bareilly,850,12589,37812,4835,34701,10155,710,50401,
Case Registered,Uttar Pradesh,Basti,986,5556,10932,6005,3218,5942,1323,16488,
Case Registered,Uttar Pradesh,Bhimnagar (Sambhal),670,1886,3977,1090,1645,2627,501,5863,
Case Registered,Uttar Pradesh,Bijnor,1000,2366,5591,1908,2965,2727,357,7957,
Case Registered,Uttar Pradesh,Budaun,900,2548,6587,1765,3744,2994,632,9135,
Case Registered,Uttar Pradesh,Bulandshahr,800,12694,11288,3586,7209,10369,2818,23982,
Case Registered,Uttar Pradesh,Chandauli,734,7787,16466,3601,9591,9888,1173,24253,
Case Registered,Uttar Pradesh,Chitrakoot,335,7123,27305,5097,9178,15946,4207,34428,
Case Registered,Uttar Pradesh,Deoria,900,8903,17010,3641,5521,14462,2289,25913,
Case Registered,Uttar Pradesh,Etah,576,3202,5985,1050,5690,1989,458,9187,
Case Registered,Uttar Pradesh,Etawah,470,955,1429,177,471,1407,329,2384,
Case Registered,Uttar Pradesh,Farrukhabad,598,3307,6976,1075,6329,2323,556,10283,
Case Registered,Uttar Pradesh,Fatehpur,800,3601,6492,1694,3594,4367,438,10093,
Case Registered,Uttar Pradesh,Firozabad,569,4528,9754,1632,6028,6228,394,14282,
Case Registered,Uttar Pradesh,Gautam Buddha Nagar,96,906,2388,1378,789,1068,59,3294,
Case Registered,Uttar Pradesh,Ghaziabad,160,1993,2428,1228,2072,1082,39,4421,
Case Registered,Uttar Pradesh,Ghazipur,800,4441,6629,1263,5443,3938,426,11070,
Case Registered,Uttar Pradesh,Gonda,950,7021,11975,7311,5215,5845,625,18996,
Case Registered,Uttar Pradesh,Gorakhpur,800,3115,8418,1551,4880,4672,430,11533,
Case Registered,Uttar Pradesh,Hamirpur,337,848,1861,405,931,1291,82,2709,
Case Registered,Uttar Pradesh,Hapur,273,1124,1176,546,735,850,169,2300,
Case Registered,Uttar Pradesh,Hardoi,800,26267,51696,18915,35766,21567,1715,77963,
Case Registered,Uttar Pradesh,Hathras,474,5139,8417,1039,10010,2161,346,13556,
Case Registered,Uttar Pradesh,Jalaun,575,2727,2733,794,2668,1817,181,5460,
Case Registered,Uttar Pradesh,Jaunpur,800,4842,8147,1754,5312,5407,516,12989,
Case Registered,Uttar Pradesh,Jhansi,496,15708,34563,2905,18898,27325,1143,50271,
Case Registered,Uttar Pradesh,JyotibaPhoole Nagar (Amroha),600,9774,8404,2692,7258,7404,824,18178,
Case Registered,Uttar Pradesh,Kannauj,504,1286,3723,478,2555,1870,106,5009,
Case Registered,Uttar Pradesh,Kanpur Dehat,639,16563,15626,7338,16087,7917,847,32189,
Case Registered,Uttar Pradesh,Kanpur Nagar,590,4044,4822,1144,3365,4227,130,8866,
Case Registered,Uttar Pradesh,Kasganj,423,2914,3408,545,4444,979,354,6322,
Case Registered,Uttar Pradesh,Kaushambi,477,1744,2215,558,1175,1982,244,3959,
Case Registered,Uttar Pradesh,Kheri,800,68047,45054,37000,25032,47806,3263,113101,
Case Registered,Uttar Pradesh,Kushi Nagar,750,10042,5275,2155,2247,8898,2017,15317,
Case Registered,Uttar Pradesh,Lalitpur,416,1585,1890,583,1036,1642,214,3475,
Case Registered,Uttar Pradesh,Lucknow,570,5731,5508,1076,1648,8263,252,11239,
Case Registered,Uttar Pradesh,Maharajganj,800,8725,9918,1319,10852,6054,418,18643,
Case Registered,Uttar Pradesh,Mahoba,273,1518,6948,1138,2404,4891,33,8466,
Case Registered,Uttar Pradesh,Mainpuri,560,2236,2326,439,1608,2140,375,4562,
Case Registered,Uttar Pradesh,Mathura,514,2347,3897,1576,1668,2579,421,6244,
Case Registered,Uttar Pradesh,Mau,674,5824,6735,2251,6598,3228,482,12559,
Case Registered,Uttar Pradesh,Meerut,479,2172,4531,1727,2836,1496,644,6703,
Case Registered,Uttar Pradesh,Mirzapur,800,2713,3942,711,2669,2679,596,6655,
Case Registered,Uttar Pradesh,Moradabad,650,15492,11295,2413,7132,15135,2107,26787,
Case Registered,Uttar Pradesh,Muzaffarnagar,498,2968,3240,1353,1703,2828,324,6208,
Case Registered,Uttar Pradesh,Pilibhit,721,3040,7008,2598,3733,3518,199,10048,
Case Registered,Uttar Pradesh,Pratapgarh,900,7213,11195,3403,6244,7829,932,18408,
Case Registered,Uttar Pradesh,Rae Bareli,900,13577,11873,6058,6536,11244,1612,25450,
Case Registered,Uttar Pradesh,Rampur,684,3533,8215,2316,6145,2644,643,11748,
Case Registered,Uttar Pradesh,Saharanpur,800,37772,43302,13072,19073,39778,9151,81074,
Case Registered,Uttar Pradesh,Sant Kabeer Nagar,789,4081,5458,2194,4056,2791,498,9539,
Case Registered,Uttar Pradesh,Sant Ravidas Nagar(Bhadohi),562,5346,5049,2731,2928,4260,476,10395,
Case Registered,Uttar Pradesh,Shahjahanpur,800,15065,39595,13098,25355,13429,2778,54660,
Case Registered,Uttar Pradesh,Shamli,230,12596,15070,3036,15973,5995,2662,27666,
Case Registered,Uttar Pradesh,Shravasti,397,16864,13887,15163,5673,8603,1312,30751,
Case Registered,Uttar Pradesh,Siddharth Nagar,900,12474,27943,14142,8249,15610,2416,40417,
Case Registered,Uttar Pradesh,Sitapur,800,24922,74514,12292,33759,50978,2407,99436,
Case Registered,Uttar Pradesh,Sonbhadra,637,13125,36110,5138,23774,16459,3864,49235,
Case Registered,Uttar Pradesh,Sultanpur,847,5379,6770,2781,3954,4869,545,12149,
Case Registered,Uttar Pradesh,Unnao,805,4061,7591,2925,3992,3932,803,11652,
Case Registered,Uttar Pradesh,Varanasi,735,33355,15521,2139,15305,24573,6859,48876,
Case Registered,Uttarakhand,Almora,1165,7223,18332,6870,9247,6884,2554,25555,
Case Registered,Uttarakhand,Bageshwar,412,3555,5175,1406,3521,2985,818,8730,
Case Registered,Uttarakhand,Chamoli,618,3812,3883,1995,1679,3370,651,7695,
Case Registered,Uttarakhand,Champawat,311,3578,2360,1508,1774,2291,365,5938,
Case Registered,Uttarakhand,Dehradun,453,4671,4693,1923,3285,3736,420,9364,
Case Registered,Uttarakhand,Haridwar,331,21000,45767,5146,13833,46719,1069,66767,
Case Registered,Uttarakhand,Nainital,505,3410,3284,3980,1534,1123,57,6694,
Case Registered,Uttarakhand,Pauri Garhwal,1203,2178,4432,2282,673,3014,641,6610,
Case Registered,Uttarakhand,Pithoragarh,689,1438,3574,1309,2123,1253,327,5012,
Case Registered,Uttarakhand,Rudra Prayag,336,856,874,627,410,602,91,1730,
Case Registered,Uttarakhand,Tehri Garhwal,1037,936,1414,640,612,705,393,2350,
Case Registered,Uttarakhand,Udham Singh Nagar,385,12493,31879,18553,12095,12137,1587,44372,
Case Registered,Uttarakhand,Uttarkashi,508,6618,10360,1630,4607,9046,1695,16978,
Case Registered,West Bengal,Alipurduar,66,855,324,306,654,196,23,1179,
Case Registered,West Bengal,Bankura,190,11224,9096,8987,3874,6939,520,20320,
Case Registered,West Bengal,Birbhum,167,11922,18413,8978,7921,12163,1273,30335,
Case Registered,West Bengal,Coochbehar,128,7724,26826,11889,2562,19852,247,34550,
Case Registered,West Bengal,Darjeeling,92,791,222,102,160,727,24,1013,
Case Registered,West Bengal,Dinajpur Dakshin,64,5114,9189,5430,1282,5676,1915,14303,
Case Registered,West Bengal,Dinajpur Uttar,98,532,1104,847,300,444,45,1636,
Case Registered,West Bengal,East Medinipur,223,3146,4074,4518,635,1912,155,7220,
Case Registered,West Bengal,Hooghly,207,1809,2541,2718,478,1059,95,4350,
Case Registered,West Bengal,Howrah,157,220,225,248,62,135,0,445,
Case Registered,West Bengal,Jalpaiguri,80,408,423,144,120,554,13,831,
Case Registered,West Bengal,Jhargram,79,129,854,227,47,423,286,983,
Case Registered,West Bengal,Kalimpong,42,14,12,8,6,9,3,26,
Case Registered,West Bengal,Kolkata,68,16,61,43,33,1,0,77,
Case Registered,West Bengal,Maldah,146,10538,18059,16999,5576,5182,840,28597,
Case Registered,West Bengal,Murshidabad,240,18628,24060,23122,13066,6100,400,42688,
Case Registered,West Bengal,Nadia,165,11466,12916,17125,3268,3787,202,24382,
Case Registered,West Bengal,North 24 Paraganas,179,1445,1730,641,252,2095,187,3175,
Case Registered,West Bengal,Paschim Bardhaman,62,28,77,61,28,13,3,105,
Case Registered,West Bengal,PurbaBardhaman,215,663,1312,1133,249,490,103,1975,
Case Registered,West Bengal,Purulia,170,10231,11750,3682,10284,6624,1391,21981,
Case Registered,West Bengal,South 24 Paraganas,292,3256,7471,5722,1659,3161,185,10727,
Case Registered,West Bengal,West Medinipur,211,2162,3920,1369,725,1723,2265,6082,
Total Case Registered,Total (36 States/UT's),Tota (785 Districts),250000,4014611,6247980,2387060,3252495,3246025,1377011,10262591,
Advice Enabled,Andaman and Nicobar,Nicobar,5,625,826,559,314,532,46,1451,
Advice Enabled,Andaman and Nicobar,North and Middle Andaman,37,764,946,191,181,1281,57,1710,
Advice Enabled,Andaman and Nicobar,South Andaman,31,358,217,43,89,411,32,575,
Advice Enabled,Andhra Pradesh,Alluri Sitharama Raju,430,6316,6776,3590,4618,3137,1747,13092,
Advice Enabled,Andhra Pradesh,Anakapalli,646,6294,6254,3521,4181,4343,503,12548,
Advice Enabled,Andhra Pradesh,Anantapur,577,10022,21365,9121,8518,12164,1584,31387,
Advice Enabled,Andhra Pradesh,Annamayya,501,2059,1137,1144,786,1114,152,3196,
Advice Enabled,Andhra Pradesh,Bapatla,461,1743,1954,1726,669,1117,185,3697,
Advice Enabled,Andhra Pradesh,Chittoor,724,24229,12212,19925,8810,7074,632,36441,
Advice Enabled,Andhra Pradesh,East Godavari,300,5892,7318,7017,3223,2362,608,13210,
Advice Enabled,Andhra Pradesh,Eluru,572,345,507,423,199,210,20,852,
Advice Enabled,Andhra Pradesh,Guntur,258,21354,13914,8819,13183,10220,3046,35268,
Advice Enabled,Andhra Pradesh,Kakinada,385,775,941,814,443,423,36,1716,
Advice Enabled,Andhra Pradesh,Konaseema,385,534,572,385,534,160,27,1106,
Advice Enabled,Andhra Pradesh,Krishna,491,5502,7098,5831,2881,3516,372,12600,
Advice Enabled,Andhra Pradesh,Kurnool,484,17864,22435,27097,6543,3767,2892,40299,
Advice Enabled,Andhra Pradesh,Nandyal,489,493,1426,1185,496,225,13,1919,
Advice Enabled,Andhra Pradesh,Ntr,288,1664,3318,1563,1295,2002,122,4982,
Advice Enabled,Andhra Pradesh,Palnadu,527,1322,2770,2125,737,750,480,4092,
Advice Enabled,Andhra Pradesh,Parvathipuram Manyam,452,445,964,251,742,264,152,1409,
Advice Enabled,Andhra Pradesh,Prakasam,730,8720,9734,10875,3602,3596,381,18454,
Advice Enabled,Andhra Pradesh,Spsr Nellore,722,5503,4107,6186,1090,1908,426,9610,
Advice Enabled,Andhra Pradesh,Sri Sathya Sai,467,449,1491,800,526,559,55,1940,
Advice Enabled,Andhra Pradesh,Srikakulam,917,4323,6671,2118,3594,2826,2456,10994,
Advice Enabled,Andhra Pradesh,Tirupati,774,4906,3188,2338,5106,570,80,8094,
Advice Enabled,Andhra Pradesh,Visakhapatnam,79,6046,9825,6579,3021,2469,3802,15871,
Advice Enabled,Andhra Pradesh,Vizianagaram,777,10618,15200,5394,16403,2560,1461,25818,
Advice Enabled,Andhra Pradesh,West Godavari,368,2882,2548,2673,2202,465,90,5430,
Advice Enabled,Andhra Pradesh,Y.S.R.,557,4269,6816,5821,4020,1130,114,11085,
Advice Enabled,Arunachal Pradesh,Anjaw,41,1051,643,388,830,416,60,1694,
Advice Enabled,Arunachal Pradesh,Changlang,102,4847,4063,1888,1730,4098,1194,8910,
Advice Enabled,Arunachal Pradesh,Dibang Valley,21,1654,798,305,1022,969,156,2452,
Advice Enabled,Arunachal Pradesh,East Kameng,112,1151,454,226,433,780,166,1605,
Advice Enabled,Arunachal Pradesh,East Siang,94,805,236,199,255,543,44,1041,
Advice Enabled,Arunachal Pradesh,Kamle,57,0,0,0,0,0,0,0,
Advice Enabled,Arunachal Pradesh,KraDaadi,78,50,40,2,9,19,60,90,
Advice Enabled,Arunachal Pradesh,KurungKumey,75,642,1018,59,4,117,1480,1660,
Advice Enabled,Arunachal Pradesh,Leparada,49,2,9,0,8,0,3,11,
Advice Enabled,Arunachal Pradesh,Lohit,32,88,80,130,10,19,9,168,
Advice Enabled,Arunachal Pradesh,Longding,48,9,14,3,0,20,0,23,
Advice Enabled,Arunachal Pradesh,Lower Dibang Valley,60,24,14,3,11,12,12,38,
Advice Enabled,Arunachal Pradesh,Lower Siang,51,0,0,0,0,0,0,0,
Advice Enabled,Arunachal Pradesh,Lower Subansiri,164,154,180,8,3,236,87,334,
Advice Enabled,Arunachal Pradesh,Namsai,103,8,5,6,1,0,6,13,
Advice Enabled,Arunachal Pradesh,PakkeKessang,28,0,0,0,0,0,0,0,
Advice Enabled,Arunachal Pradesh,Papum Pare,81,439,263,55,99,176,372,702,
Advice Enabled,Arunachal Pradesh,Shi Yomi,34,0,0,0,0,0,0,0,
Advice Enabled,Arunachal Pradesh,Siang,78,0,0,0,0,0,0,0,
Advice Enabled,Arunachal Pradesh,Tawang,80,82,42,56,6,58,4,124,
Advice Enabled,Arunachal Pradesh,Tirap,56,53,16,33,6,16,14,69,
Advice Enabled,Arunachal Pradesh,Upper Siang,62,217,35,167,43,39,3,252,
Advice Enabled,Arunachal Pradesh,Upper Subansiri,130,292,759,12,163,873,3,1051,
Advice Enabled,Arunachal Pradesh,West Kameng,98,46,2,13,8,23,4,48,
Advice Enabled,Arunachal Pradesh,West Siang,72,0,12,0,0,10,2,12,
Advice Enabled,Assam,Bajali,33,9454,2716,3592,5934,2322,322,12170,
Advice Enabled,Assam,Baksa,41,4346,5721,1710,4582,2737,1038,10067,
Advice Enabled,Assam,Barpeta,86,4269,8830,5999,3631,2906,563,13099,
Advice Enabled,Assam,Biswanath,76,2914,3721,891,3176,2158,410,6635,
Advice Enabled,Assam,Bongaigaon,65,5247,5183,3989,4289,1839,313,10430,
Advice Enabled,Assam,Cachar,105,2138,2204,1390,1548,1285,119,4342,
Advice Enabled,Assam,Charaideo,36,1168,482,107,622,847,74,1650,
Advice Enabled,Assam,Chirang,37,568,917,580,289,360,256,1485,
Advice Enabled,Assam,Darrang,75,5606,17649,20360,1813,847,235,23255,
Advice Enabled,Assam,Dhemaji,65,2328,3601,458,1779,735,2957,5929,
Advice Enabled,Assam,Dhubri,92,13706,23391,34578,1549,808,162,37097,
Advice Enabled,Assam,Dibrugarh,93,1435,1385,1385,847,418,170,2820,
Advice Enabled,Assam,Dima Hasao,41,167,108,20,70,146,39,275,
Advice Enabled,Assam,Goalpara,81,6092,16739,21106,470,1009,246,22831,
Advice Enabled,Assam,Golaghat,92,779,1193,1071,556,199,146,1972,
Advice Enabled,Assam,Hailakandi,62,1626,4748,5025,686,550,113,6374,
Advice Enabled,Assam,Hojai,67,2151,3946,3504,496,1765,332,6097,
Advice Enabled,Assam,Jorhat,90,903,1109,631,745,515,121,2012,
Advice Enabled,Assam,Kamrup,106,5816,17764,19957,877,735,2011,23580,
Advice Enabled,Assam,Kamrup Metro,22,143,187,117,89,102,22,330,
Advice Enabled,Assam,Karbi Anglong,33,449,774,68,373,285,497,1223,
Advice Enabled,Assam,Karimganj,96,73,179,116,76,59,1,252,
Advice Enabled,Assam,Kokrajhar,29,2016,5284,4911,1527,512,350,7300,
Advice Enabled,Assam,Lakhimpur,81,1453,2706,1991,1592,282,294,4159,
Advice Enabled,Assam,Majuli,20,77,151,33,91,45,59,228,
Advice Enabled,Assam,Morigaon,85,1322,2715,3075,215,706,41,4037,
Advice Enabled,Assam,Nagaon,98,590,1373,430,154,1178,201,1963,
Advice Enabled,Assam,Nalbari,65,757,2457,2736,350,111,17,3214,
Advice Enabled,Assam,Sivasagar,82,4380,2487,4217,2031,466,153,6867,
Advice Enabled,Assam,Sonitpur,82,1827,3339,2776,1684,428,278,5166,
Advice Enabled,Assam,South SalmaraMankachar,35,1372,3446,4770,13,35,0,4818,
Advice Enabled,Assam,Tinsukia,85,257,264,127,182,170,42,521,
Advice Enabled,Assam,Udalguri,20,1224,1464,1464,435,206,583,2688,
Advice Enabled,Assam,West Karbi Anglong,24,134,470,24,190,171,219,604,
Advice Enabled,Assam,Tamulpur,1,28,37,9,36,17,3,65,
Advice Enabled,Bihar,Araria,218,8022,17966,2869,16621,5237,1261,25988,
Advice Enabled,Bihar,Arwal,65,4619,3165,1440,1937,3885,522,7784,
Advice Enabled,Bihar,Aurangabad (Bihar),204,8539,9375,1080,5106,9159,2569,17914,
Advice Enabled,Bihar,Banka,185,11034,8097,3300,8524,6675,632,19131,
Advice Enabled,Bihar,Begusarai,229,9943,4840,2262,5432,6615,474,14783,
Advice Enabled,Bihar,Bhagalpur,242,3938,4956,1386,5060,2081,367,8894,
Advice Enabled,Bihar,Bhojpur,228,3601,4545,1419,4711,1759,257,8146,
Advice Enabled,Bihar,Buxar,142,1021,1002,270,869,824,60,2023,
Advice Enabled,Bihar,Darbhanga,324,18671,11820,1716,7233,20553,989,30491,
Advice Enabled,Bihar,Gaya,332,11928,8696,1829,6183,9965,2647,20624,
Advice Enabled,Bihar,Gopalganj,234,2707,4464,1638,4283,1013,237,7171,
Advice Enabled,Bihar,Jamui,153,2636,7036,1194,5384,2171,923,9672,
Advice Enabled,Bihar,Jehanabad,93,633,1384,349,1302,343,23,2017,
Advice Enabled,Bihar,Kaimur (Bhabua),149,2235,6700,1654,3102,3481,698,8935,
Advice Enabled,Bihar,Katihar,236,23736,30334,5770,13993,30181,4126,54070,
Advice Enabled,Bihar,Khagaria,129,61629,11200,3470,21282,44293,3784,72829,
Advice Enabled,Bihar,Kishanganj,126,1612,2008,854,1674,768,324,3620,
Advice Enabled,Bihar,Lakhisarai,80,2564,884,342,1242,1798,66,3448,
Advice Enabled,Bihar,Madhepura,171,6234,4558,900,3646,5782,464,10792,
Advice Enabled,Bihar,Madhubani,398,4575,4949,1716,4556,2849,403,9524,
Advice Enabled,Bihar,Munger,101,1939,904,341,1570,732,200,2843,
Advice Enabled,Bihar,Muzaffarpur,385,14092,19397,3111,12711,12130,5537,33489,
Advice Enabled,Bihar,Nalanda,249,4353,6064,5056,3927,1359,75,10417,
Advice Enabled,Bihar,Nawada,187,2115,3774,671,2865,2003,350,5889,
Advice Enabled,Bihar,Pashchim Champaran,315,2324,4974,1304,3608,1807,579,7298,
Advice Enabled,Bihar,Patna,322,4557,5328,795,5419,3350,321,9885,
Advice Enabled,Bihar,Purbi Champaran,405,3984,3655,809,3826,2567,437,7639,
Advice Enabled,Bihar,Purnia,246,16353,25655,3947,25552,9146,3363,42008,
Advice Enabled,Bihar,Rohtas,245,1837,3950,384,3583,1746,74,5787,
Advice Enabled,Bihar,Saharsa,151,2231,4825,501,3366,2888,301,7056,
Advice Enabled,Bihar,Samastipur,381,6757,3979,1176,5490,3904,166,10736,
Advice Enabled,Bihar,Saran,323,1891,2420,252,2875,1102,82,4311,
Advice Enabled,Bihar,Sheikhpura,54,1397,2191,763,1746,1014,65,3588,
Advice Enabled,Bihar,Sheohar,53,747,565,308,496,435,73,1312,
Advice Enabled,Bihar,Sitamarhi,270,4492,14619,4055,10269,3912,875,19111,
Advice Enabled,Bihar,Siwan,293,5195,3717,543,2321,4791,1257,8912,
Advice Enabled,Bihar,Supaul,181,2030,1716,388,2333,934,91,3746,
Advice Enabled,Bihar,Vaishali,286,14624,8613,2237,3499,12848,4653,23237,
Advice Enabled,Chandigarh,Chandigarh,12,3856,2239,925,948,3694,528,6095,
Advice Enabled,Chhattisgarh,Balod,437,34347,14106,7891,26248,11261,3053,48453,
Advice Enabled,Chhattisgarh,Baloda Bazar,520,16426,9800,2748,13700,7988,1790,26226,
Advice Enabled,Chhattisgarh,Balrampur ( Chhattisgarh),468,21948,22157,5745,20893,11151,6316,44105,
Advice Enabled,Chhattisgarh,Bastar,433,9022,3542,1444,6113,3081,1926,12564,
Advice Enabled,Chhattisgarh,Bemetara,429,9920,3357,1192,7171,4165,749,13277,
Advice Enabled,Chhattisgarh,Bijapur,170,3814,3330,1192,2568,1832,1552,7144,
Advice Enabled,Chhattisgarh,Bilaspur (Chhattisgarh),812,3050,2506,987,2549,1338,682,5556,
Advice Enabled,Chhattisgarh,Dantewada,143,1079,1356,228,1012,593,602,2435,
Advice Enabled,Chhattisgarh,Dhamtari,370,2753,4040,427,4741,1115,510,6793,
Advice Enabled,Chhattisgarh,Durg,300,3800,5384,2031,4828,1839,486,9184,
Advice Enabled,Chhattisgarh,Gariyaband,336,1297,3870,277,2921,1010,959,5167,
Advice Enabled,Chhattisgarh,GaurellaPendraMarwahi,166,1814,2451,392,1937,435,1501,4265,
Advice Enabled,Chhattisgarh,Janjgir-Champa,657,6904,13855,477,8750,7843,3689,20759,
Advice Enabled,Chhattisgarh,Jashpur,444,1263,3907,198,1832,1616,1524,5170,
Advice Enabled,Chhattisgarh,Kabirdham (Kawardha),468,1396,5903,911,3773,1192,1423,7299,
Advice Enabled,Chhattisgarh,Kanker,454,2646,6769,700,3876,1038,3801,9415,
Advice Enabled,Chhattisgarh,Kondagaon,383,1494,3580,176,932,887,3079,5074,
Advice Enabled,Chhattisgarh,Korba,412,20373,38452,2161,18075,17433,21156,58825,
Advice Enabled,Chhattisgarh,Korea,384,3139,4055,1177,2974,1996,1047,7194,
Advice Enabled,Chhattisgarh,Mahasamund,551,32006,66836,3171,38234,23570,33867,98842,
Advice Enabled,Chhattisgarh,Mungeli,370,663,3242,331,1238,1984,352,3905,
Advice Enabled,Chhattisgarh,Narayanpur,104,1844,1848,478,1099,642,1473,3692,
Advice Enabled,Chhattisgarh,Raigarh (Chhattisgarh),549,849,1573,171,843,612,796,2422,
Advice Enabled,Chhattisgarh,Raipur,410,6893,16031,4875,11617,4478,1954,22924,
Advice Enabled,Chhattisgarh,Rajnandgaon,813,15813,24372,1605,16537,6278,15765,40185,
Advice Enabled,Chhattisgarh,Sukma,153,4467,3971,942,1286,2799,3411,8438,
Advice Enabled,Chhattisgarh,Surajpur,480,1166,1454,519,984,695,422,2620,
Advice Enabled,Chhattisgarh,Surguja,433,4427,8739,546,1377,4224,7019,13166,
Advice Enabled,Chhattisgarh,KhairgarhChhuikhadanGandai,1,0,0,0,0,0,0,0,
Advice Enabled,Chhattisgarh,ManendragarhChirimiriBharatpur,1,0,0,0,0,0,0,0,
Advice Enabled,Chhattisgarh,MohlaManpurAmbagarhChouki,1,0,0,0,0,0,0,0,
Advice Enabled,Chhattisgarh,Sakti,1,87,4,11,62,5,13,91,
Advice Enabled,Chhattisgarh,SarangarhBilaigarh,1,0,0,0,0,0,0,0,
Advice Enabled,Dadra and Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,20,2479,7261,7211,1029,818,682,9740,
Advice Enabled,Dadra And Nagar Haveli & Daman & Diu,Daman,11,153,181,246,23,58,7,334,
Advice Enabled,Dadra And Nagar Haveli & Daman & Diu,Diu,4,59,42,91,4,6,0,101,
Advice Enabled,Delhi,Central,1,520,632,210,364,559,19,1152,
Advice Enabled,Delhi,East,1,858,815,278,953,381,61,1673,
Advice Enabled,Delhi,New Delhi,1,1046,974,221,1417,328,54,2020,
Advice Enabled,Delhi,North,1,538,640,127,603,422,26,1178,
Advice Enabled,Delhi,North East,1,433,1105,599,542,365,32,1538,
Advice Enabled,Delhi,North West,1,626,616,113,494,615,20,1242,
Advice Enabled,Delhi,Shahdara,1,187,417,6,338,241,19,604,
Advice Enabled,Delhi,South,1,110,212,74,126,120,2,322,
Advice Enabled,Delhi,South East,1,148,138,88,85,112,1,286,
Advice Enabled,Delhi,South West,1,147,86,59,51,122,1,233,
Advice Enabled,Delhi,West,1,30,62,32,17,42,1,92,
Advice Enabled,Goa,North Goa,102,2476,3936,2039,790,3161,422,6412,
Advice Enabled,Goa,South Goa,87,1692,2525,2493,457,1168,99,4217,
Advice Enabled,Gujarat,Ahmadabad,453,4204,4560,1850,3249,2683,982,8764,
Advice Enabled,Gujarat,Amreli,598,3150,3683,983,1678,2013,2159,6833,
Advice Enabled,Gujarat,Anand,351,2436,3117,688,853,1203,2809,5553,
Advice Enabled,Gujarat,Arvalli,323,2435,3965,907,2514,1163,1816,6400,
Advice Enabled,Gujarat,Banas Kantha,896,7260,17132,2643,12246,6112,3391,24392,
Advice Enabled,Gujarat,Bharuch,541,594,836,355,271,355,449,1430,
Advice Enabled,Gujarat,Bhavnagar,660,1091,3490,686,3016,680,199,4581,
Advice Enabled,Gujarat,Botad,180,335,3058,166,2666,306,255,3393,
Advice Enabled,Gujarat,Chhotaudepur,342,158,272,31,20,178,201,430,
Advice Enabled,Gujarat,Dang,92,4515,7682,20,11,2617,9549,12197,
Advice Enabled,Gujarat,Devbhumi Dwarka,240,555,1640,321,362,783,729,2195,
Advice Enabled,Gujarat,Dohad,558,6228,21299,731,1309,5770,19717,27527,
Advice Enabled,Gujarat,Gandhinagar,285,3354,8060,1108,1572,7566,1168,11414,
Advice Enabled,Gujarat,Gir Somnath,329,1128,14834,646,5461,8919,936,15962,
Advice Enabled,Gujarat,Jamnagar,416,2090,4687,1927,1938,1999,913,6777,
Advice Enabled,Gujarat,Junagadh,491,4908,19966,5639,14866,1526,2843,24874,
Advice Enabled,Gujarat,Kachchh,631,2802,1697,391,1080,2665,363,4499,
Advice Enabled,Gujarat,Kheda,520,531,3376,2929,591,318,69,3907,
Advice Enabled,Gujarat,Mahesana,609,20640,25846,2232,4872,999,38383,46486,
Advice Enabled,Gujarat,Mahisagar,353,2984,3723,1082,3703,1052,870,6707,
Advice Enabled,Gujarat,Morbi,349,543,266,336,398,44,31,809,
Advice Enabled,Gujarat,Narmada,221,3519,11850,631,617,1588,12533,15369,
Advice Enabled,Gujarat,Navsari,369,19260,27168,3982,5254,4023,33169,46428,
Advice Enabled,Gujarat,Panch Mahals,494,558,1320,266,471,115,1026,1878,
Advice Enabled,Gujarat,Patan,476,892,3161,275,1353,2244,181,4053,
Advice Enabled,Gujarat,Porbandar,148,636,2950,512,2813,117,144,3586,
Advice Enabled,Gujarat,Rajkot,590,2260,8602,4107,5208,1040,507,10862,
Advice Enabled,Gujarat,Sabar Kantha,482,349,2738,264,1607,800,416,3087,
Advice Enabled,Gujarat,Surat,551,1013,2277,1261,841,336,852,3290,
Advice Enabled,Gujarat,Surendranagar,540,1635,13476,2519,11781,641,170,15111,
Advice Enabled,Gujarat,Tapi,291,3496,4118,219,586,492,6317,7614,
Advice Enabled,Gujarat,Vadodara,533,13610,59405,23535,5708,14181,29591,73015,
Advice Enabled,Gujarat,Valsad,379,10373,9913,3500,3274,2795,10717,20286,
Advice Enabled,Haryana,Ambala,400,8198,6208,3649,2644,6865,1248,14406,
